PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2014,2148,Chevrolet,Palermo Films Sa,Cine Publicitario,5/4/2014,05/04/2014,"CASTILLA, RAMON, MARISCAL 2701","CASTILLA, RAMON, MARISCAL",2701,PALERMO,COMUNA 14,1425,C1425DZA,"-58,40165093","-34,58198643"
2015,2149,Oso,Cine Publicitario S.R.L.,Cine Publicitario,2/5/2015,02/05/2015,"CASTILLA, RAMON, MARISCAL 2701","CASTILLA, RAMON, MARISCAL",2701,PALERMO,COMUNA 14,1425,C1425DZA,"-58,40165093","-34,58198643"
2011,2150,Personal,Ursula Cine Sa,Cine Publicitario,3/4/2011,03/04/2011,"CASTILLA, RAMON, MARISCAL 2701","CASTILLA, RAMON, MARISCAL",2701,PALERMO,COMUNA 14,1425,C1425DZA,"-58,40165093","-34,58198643"
2012,2151,Baseball Gran Tuneo Calles,Peluca Internacional Sa,Cine Publicitario,19/7/2012,19/07/2012,"CASTILLA, RAMON, MARISCAL 2750","CASTILLA, RAMON, MARISCAL",2750,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40113238","-34,58069405"
2012,2152,Peugeot,Lnd Srl,Cine Publicitario,21/1/2012,21/01/2012,"CASTILLA, RAMON, MARISCAL 2750","CASTILLA, RAMON, MARISCAL",2750,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40113238","-34,58069405"
2013,2153,Yo A Tu Edad,Lnd Srl,Cine Publicitario,16/8/2013,16/08/2013,"CASTILLA, RAMON, MARISCAL 2750","CASTILLA, RAMON, MARISCAL",2750,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40113238","-34,58069405"
2015,2154,Baires,Magma Cine Srl,Largometraje,25/2/2015,25/02/2015,"CASTILLA, RAMON, MARISCAL 2800","CASTILLA, RAMON, MARISCAL",2800,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40098334","-34,58089883"
2012,2155,Paty,Ursula Cine Sa,Cine Publicitario,7/12/2012,07/12/2012,"CASTILLA, RAMON, MARISCAL 2800","CASTILLA, RAMON, MARISCAL",2800,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40098334","-34,58089883"
2013,2156,Vw,Genomma Laboratories Argentina S.A.,Cine Publicitario,6/7/2013,06/07/2013,"CASTILLA, RAMON, MARISCAL 2800","CASTILLA, RAMON, MARISCAL",2800,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40098334","-34,58089883"
2013,2157,Vw,Genomma Laboratories Argentina S.A.,Cine Publicitario,9/7/2013,09/07/2013,"CASTILLA, RAMON, MARISCAL 2800","CASTILLA, RAMON, MARISCAL",2800,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40098334","-34,58089883"
2011,2158,Ypf,Estudio Sissochouela Srl,Cine Publicitario,23/2/2011,23/02/2011,"CASTILLA, RAMON, MARISCAL 2800","CASTILLA, RAMON, MARISCAL",2800,PALERMO,COMUNA 14,1425,C1425DZB,"-58,40098334","-34,58089883"
2012,2159,Bus,Lnd Srl,Cine Publicitario,9/2/2012,09/02/2012,"CASTILLA, RAMON, MARISCAL 2801","CASTILLA, RAMON, MARISCAL",2801,PALERMO,COMUNA 14,1425,C1425DZC,"-58,40099413","-34,58101882"
2013,2160,Movistar,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Cine Publicitario,31/10/2013,31/10/2013,"CASTILLA, RAMON, MARISCAL 2808","CASTILLA, RAMON, MARISCAL",2808,PALERMO,COMUNA 14,1425,C1425DZD,"-58,40115017","-34,58069308"
2015,2161,Chloe Campai 2016,Goodgate Sa,Fotografia,8/11/2015,08/11/2015,"CASTILLA, RAMON, MARISCAL 2810","CASTILLA, RAMON, MARISCAL",2810,PALERMO,COMUNA 14,1425,C1425DZD,"-58,40117537","-34,58064738"
2015,2162,Chloe Campai 2016,Goodgate Sa,Fotografia,10/11/2015,10/11/2015,"CASTILLA, RAMON, MARISCAL 2810","CASTILLA, RAMON, MARISCAL",2810,PALERMO,COMUNA 14,1425,C1425DZD,"-58,40117537","-34,58064738"
2014,2163,C&a Film Otonio,Compañía Argentina De Peliculas Srl,Cine Publicitario,25/6/2014,25/06/2014,"CASTILLA, RAMON, MARISCAL 2811","CASTILLA, RAMON, MARISCAL",2811,PALERMO,COMUNA 14,1425,C1425DZC,"-58,40077263","-34,58098446"
2012,2164,David,Lnd Srl,Cine Publicitario,15/11/2012,15/11/2012,"CASTILLA, RAMON, MARISCAL 2821","CASTILLA, RAMON, MARISCAL",2821,PALERMO,COMUNA 14,1425,C1425DZC,"-58,40067623","-34,58090026"
2015,2165,Una Noche De Amor,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,6/10/2015,06/10/2015,"CASTILLA, RAMON, MARISCAL 2900","CASTILLA, RAMON, MARISCAL",2900,PALERMO,COMUNA 14,1425,C1425DZD,"-58,40023328","-34,57966053"
2014,2166,Shell,Nunchaku Cine Srl,Cine Publicitario,5/10/2014,05/10/2014,"CASTILLA, RAMON, MARISCAL 2902","CASTILLA, RAMON, MARISCAL",2902,PALERMO,COMUNA 14,1425,C1425DZF,"-58,40002873","-34,57930118"
2011,2167,Cligth Ciudad,Rebolucion S.A.,Cine Publicitario,28/5/2011,28/05/2011,CASTILLO 1045,CASTILLO,1045,VILLA CRESPO,COMUNA 15,1414,C1414AWU,"-58,43867597","-34,5913299"
2011,2168,Edulcorante Splenda,Muuamed Srl,Cine Publicitario,25/8/2011,25/08/2011,CASTILLO 1045,CASTILLO,1045,VILLA CRESPO,COMUNA 15,1414,C1414AWU,"-58,43867597","-34,5913299"
2015,2169,Satura,Huinca Cine Sa,Cine Publicitario,16/5/2015,16/05/2015,CASTILLO 1201,CASTILLO,1201,VILLA CRESPO,COMUNA 15,1414,C1414AXA,"-58,43970674","-34,58964589"
2014,2170,Mi Amiga Del Parque,Campo Cine S.R.L.,Largometraje Con I.N.C.A.A.,15/6/2014,15/06/2014,CASTILLO 1360,CASTILLO,1360,CHACARITA,COMUNA 15,1414,C1414AXD,"-58,44099488","-34,58854636"
2013,2171,Rola,Fundacion Del Cine,Estudiantes,14/8/2013,14/08/2013,CASTILLO 1706,CASTILLO,1706,CHACARITA,COMUNA 15,1414,C1414AXL,"-58,44446695","-34,58613575"
2012,2172,Activia,Jacaranda Films S.A.,Cine Publicitario,9/6/2012,09/06/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2173,Brahma,Rozca S.A.,Cine Publicitario,5/2/2014,05/02/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2174,Buena Onda,Peliculas Cortitas Sa,Cine Publicitario,15/8/2014,15/08/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2175,Cereal Mix,Awards Cine Srl,Cine Publicitario,17/7/2012,17/07/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2176,Clean And Clear,Altana Films S.A.,Cine Publicitario,18/5/2012,18/05/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2177,Cooler,Goodgate Sa,Cine Publicitario,22/1/2012,22/01/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2178,Copa De Sabores,Clasica Productora Sa,Cine Publicitario,15/5/2014,15/05/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2011,2179,Crets,Goodgate Sa,Cine Publicitario,22/6/2011,22/06/2011,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2180,Deli,Filmservice Production Sa,Cine Publicitario,4/2/2012,04/02/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2181,En El Aire,Cine Publicitario S.R.L.,Cine Publicitario,19/6/2012,19/06/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2182,Fibertel,Rebolucion S.A.,Cine Publicitario,23/4/2013,23/04/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2183,Fibertel,Rebolucion S.A.,Cine Publicitario,24/4/2013,24/04/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2184,Hellmann's Light,Huinca Cine Sa,Cine Publicitario,7/7/2015,07/07/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2185,Huggies,Oruga Films S.A.,Cine Publicitario,11/3/2015,11/03/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2186,Ibumejoral,Rozca S.A.,Cine Publicitario,7/7/2012,07/07/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2187,Ing,Nunchaku Cine Srl,Cine Publicitario,6/2/2015,06/02/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2188,Ing,Nunchaku Cine Srl,Cine Publicitario,10/2/2015,10/02/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2189,Lisopresol Fases: 7 Dias,Capital Intelectual S.A.,Cine Publicitario,7/9/2015,07/09/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2190,Magistral,Tres Planos Cine S.A.,Cine Publicitario,30/8/2015,30/08/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2191,Nuevo Scott,Krill Films Sa,Cine Publicitario,28/4/2015,28/04/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2192,Olx,Fight Films S.A.,Cine Publicitario,19/7/2015,19/07/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2193,Orchestra,Primo Audiovisual S.R.L.,Cine Publicitario,6/3/2015,06/03/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2194,Pantene,Palermo Films Sa,Cine Publicitario,26/5/2013,26/05/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2195,Piecidex Abandonadores,Genomma Laboratories Argentina S.A.,Cine Publicitario,3/6/2015,03/06/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2196,Pledge,Gazz S.R.L.,Cine Publicitario,23/8/2014,23/08/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2197,Poett,I-real Srl,Cine Publicitario,23/12/2013,23/12/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2198,Quilmes Que Me Perdi Ayer,Primo Audiovisual S.R.L.,Cine Publicitario,25/10/2013,25/10/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2199,Sedal Twins,Ringo Buenos Aires Sa,Cine Publicitario,10/9/2014,10/09/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2012,2200,Separata,Raya Sa,Cine Publicitario,11/9/2012,11/09/2012,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2201,Siempre Libre Fit,Ct Comunicaciones Srl,Cine Publicitario,27/8/2014,27/08/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2202,Taxi,Endemol Argentina S.A.,Programa Televisivo,15/9/2013,15/09/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2011,2203,The Cleaner,48m2 S.A.,Cine Publicitario,12/1/2011,12/01/2011,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2204,Tomate El Dia Distinto,Ketama Srl,Cine Publicitario,20/12/2014,20/12/2014,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2013,2205,Wolskvagen Plan,Metropolis Films Sa,Cine Publicitario,28/10/2013,28/10/2013,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2015,2206,Yogurisimo Cremix Disfraces,Ad One Srl,Cine Publicitario,7/5/2015,07/05/2015,CASTILLO 1709,CASTILLO,1709,CHACARITA,COMUNA 15,1414,C1414AXK,"-58,44443574","-34,58602038"
2014,2207,Tang La Mesa De La Mama De Mica,Oruga Films S.A.,Cine Publicitario,19/5/2014,19/05/2014,CASTILLO 1710,CASTILLO,1710,CHACARITA,COMUNA 15,1414,C1414AXL,"-58,44446695","-34,58613575"
2012,2208,Dogui,Awards Cine Srl,Cine Publicitario,16/5/2012,16/05/2012,CASTILLO 616,CASTILLO,616,VILLA CRESPO,COMUNA 15,1414,C1414AWN,"-58,43539922","-34,59432402"
2011,2209,Claro Razones,Nunchaku Cine Srl,Cine Publicitario,28/11/2011,28/11/2011,CASTILLO 625,CASTILLO,625,VILLA CRESPO,COMUNA 15,1414,C1414AWM,"-58,43536665","-34,59420425"
2012,2210,Personal,Eyeworks Cuatro Cabezas Sa,Cine Publicitario,28/4/2012,28/04/2012,CASTILLO 625,CASTILLO,625,VILLA CRESPO,COMUNA 15,1414,C1414AWM,"-58,43536665","-34,59420425"
2015,2211,Yo No Lo Mate,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Cortometraje,8/8/2015,08/08/2015,"CASTILLO, CATULO 2600","CASTILLO, CATULO",2600,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACF,"-58,40000688","-34,63266852"
2012,2212,Vw,I-real Srl,Cine Publicitario,17/11/2012,17/11/2012,"CASTILLO, CATULO 2700","CASTILLO, CATULO",2700,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACH,"-58,40142477","-34,63318754"
2012,2213,Esclavo De Dios,Aleph Media Sa,Largometraje Con I.N.C.A.A.,4/7/2012,04/07/2012,"CASTILLO, CATULO 2701","CASTILLO, CATULO",2701,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACI,"-58,40172021","-34,63317369"
2011,2214,Copa America,Puenzo Hnos. S.A.,Cine Publicitario,12/6/2011,12/06/2011,"CASTILLO, CATULO 2702","CASTILLO, CATULO",2702,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2215,Earsting Family,Maria Ines Chammah,Cine Publicitario,7/5/2011,07/05/2011,"CASTILLO, CATULO 2702","CASTILLO, CATULO",2702,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2216,,Pol-ka Producciones S.A.,Programa Televisivo,2/2/2012,02/02/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2217,Alterados Por Pi 2011,El Oso Producciones Srl,Programa Televisivo,18/11/2011,18/11/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2218,Bush Bean,48m2 S.A.,Cine Publicitario,25/2/2012,25/02/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2219,Cancan,Hermanos Mundo Sa,Cine Publicitario,8/12/2012,08/12/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2014,2220,Ciudad,Turbo Trueno Sa,Cine Publicitario,22/3/2014,22/03/2014,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2221,Como Ganar Enemigos,Domenica Films Srl,Largometraje Con I.N.C.A.A.,19/11/2013,19/11/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2222,El Amigo Aleman 1,Freixa Ricardo Octavio Guillermo,Largometraje,20/4/2011,20/04/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2223,El Jesuita,Anima Films Srl,Programa Televisivo,3/7/2015,03/07/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2224,El Legado De Garibaldi,Idealismo Contenidos Srl,Programa Televisivo,19/12/2013,19/12/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2225,El Legado De Garibaldi,Idealismo Contenidos Srl,Programa Televisivo,25/12/2013,25/12/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2226,El Legado De Garibaldi,Idealismo Contenidos Srl,Programa Televisivo,29/12/2013,29/12/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2227,El Papa De La Gente,Metropolis Films Sa,Largometraje,1/2/2015,01/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2228,El Papa De La Gente,Metropolis Films Sa,Largometraje,6/2/2015,06/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2229,Garnier,48m2 S.A.,Cine Publicitario,12/1/2011,12/01/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2230,Garnier,48m2 S.A.,Cine Publicitario,8/1/2011,08/01/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2231,Historias,23 S.A.,Cine Publicitario,22/5/2011,22/05/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2232,La Pelea De Mi Vida,Argentina Sono Film S.A.C.I.,Largometraje Con I.N.C.A.A.,12/5/2012,12/05/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2233,Las Huellas Del Secretario,Lagarto Cine Srl,Programa Televisivo,15/7/2012,15/07/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2234,Las Huellas Del Secretario,Lagarto Cine Srl,Programa Televisivo,22/7/2012,22/07/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2235,Montepio,Fight By Flehner Sa,Cine Publicitario,19/3/2011,19/03/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2236,Montepio,Fight By Flehner Sa,Cine Publicitario,22/3/2011,22/03/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2237,Movistar Batman1,Landia S.R.L.,Cine Publicitario,5/6/2015,05/06/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2238,Movistar Superheroe,Landia S.R.L.,Cine Publicitario,19/6/2015,19/06/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2239,Nuevo Despertar,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,20/4/2013,20/04/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2240,Ociologos,Poster Pagsa Srl,Cine Publicitario,21/2/2015,21/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2241,Ociologos,Poster Pagsa Srl,Cine Publicitario,27/2/2015,27/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2014,2242,Quien Se Comio El Cuento?,Mancha Productora Srl,Programa Televisivo,6/2/2014,06/02/2014,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2013,2243,Risas Contagiosas,48m2 S.A.,Cine Publicitario,19/8/2013,19/08/2013,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2012,2244,Se Trata De Nosotros,Ivaohn Bein,Programa Televisivo,11/9/2012,11/09/2012,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2245,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,9/2/2015,09/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2246,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,10/2/2015,10/02/2015,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2247,Special K2,Jacaranda Films S.A.,Cine Publicitario,8/3/2011,08/03/2011,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2011,2248,Nextel,Landia S.R.L.,Cine Publicitario,4/6/2011,04/06/2011,"CASTILLO, CATULO 2758","CASTILLO, CATULO",2758,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ,"-58,4022973","-34,63345113"
2015,2249,Schneider,Primo Audiovisual S.R.L.,Cine Publicitario,19/10/2015,19/10/2015,"CASTILLO, RAMON S., PRES. AV. 1709","CASTILLO, RAMON S., PRES. AV.",1709,RECOLETA,COMUNA 2,,,"-58,38516339","-34,57824376"
2011,2250,Brahma,Fight By Flehner Sa,Cine Publicitario,4/5/2011,04/05/2011,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2015,2251,Experiencia,Cine Publicitario S.R.L.,Cine Publicitario,6/6/2015,06/06/2015,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2012,2252,Good Skin Day,Labhouse S.A.,Cine Publicitario,9/1/2012,09/01/2012,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2014,2253,Maltizz,Rebolucion S.A.,Cine Publicitario,2/8/2014,02/08/2014,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2011,2254,Sr. Amor,Primo Audiovisual S.R.L.,Cortometraje,6/11/2011,06/11/2011,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2014,2255,Un Tango Mas,Monogatari Films Srl,Documental,8/7/2014,08/07/2014,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38630805","-34,57828546"
2011,2256,Chevrolet Celta,Nunchaku Cine Srl,Cine Publicitario,26/4/2011,26/04/2011,"CASTILLO, RAMON S., PRES. AV. 1751","CASTILLO, RAMON S., PRES. AV.",1751,RETIRO,COMUNA 1,1104,C1104BJF,"-58,38615168","-34,57820502"
2015,2257,El Papa De La Gente,Metropolis Films Sa,Largometraje,10/2/2015,10/02/2015,"CASTILLO, RAMON S., PRES. AV. 1751","CASTILLO, RAMON S., PRES. AV.",1751,RETIRO,COMUNA 1,1104,C1104BJF,"-58,38615168","-34,57820502"
2014,2258,Covert Affaires,Tecno Films Srl,Programa Televisivo,22/9/2014,22/09/2014,"CASTILLO, RAMON S., PRES. AV. 1770","CASTILLO, RAMON S., PRES. AV.",1770,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38636693","-34,57816899"
2014,2259,Manifiesto,23 S.A.,Cine Publicitario,23/10/2014,23/10/2014,"CASTILLO, RAMON S., PRES. AV. 1770","CASTILLO, RAMON S., PRES. AV.",1770,RETIRO,COMUNA 1,1104,C1104BJQ,"-58,38636693","-34,57816899"
